name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model_family,km_per_year,name_frequency
Fiat Linea T Jet Emotion,2018,890000,1136,Petrol,Dealer,Manual,First Owner,2,Fiat,Fiat Linea,568.0,2.0
Renault Scala RxL,2013,365000,55000,Petrol,Dealer,Manual,First Owner,7,Renault,Renault Scala,7857.142857142857,1.0
Ford Figo Petrol Titanium,2014,350000,43000,Petrol,Dealer,Manual,First Owner,6,Ford,Ford Figo,7166.666666666667,4.0
Maruti Ciaz ZDi SHVS,2016,685000,60000,Diesel,Individual,Manual,First Owner,4,Maruti,Maruti Ciaz,15000.0,2.0
Skoda Rapid 1.5 TDI Ambition BSIV,2018,940000,2650,Diesel,Dealer,Manual,First Owner,2,Skoda,Skoda Rapid,1325.0,1.0
Mahindra XUV500 W6 2WD,2017,1000000,40000,Diesel,Individual,Manual,First Owner,3,Mahindra,Mahindra XUV500,13333.333333333334,13.0
Mahindra XUV300 W8 Option,2019,1150000,15000,Petrol,Dealer,Manual,First Owner,1,Mahindra,Mahindra XUV300,15000.0,1.0
Maruti Ertiga SHVS ZDI,2016,450000,115962,Diesel,Individual,Manual,Second Owner,4,Maruti,Maruti Ertiga,28990.5,3.0
Nissan Terrano XE D,2015,590000,65000,Diesel,Dealer,Manual,First Owner,5,Nissan,Nissan Terrano,13000.0,1.0
Maruti S-Cross Facelift,2017,800000,40000,Diesel,Individual,Manual,First Owner,3,Maruti,Maruti S-Cross,13333.333333333334,1.0
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,385000,58000,Diesel,Dealer,Manual,First Owner,8,Hyundai,Hyundai i20,7250.0,5.0
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,2000000,15000,Diesel,Individual,Automatic,First Owner,7,Mercedes-Benz,Mercedes-Benz New,2142.8571428571427,1.0
Hyundai EON Era Plus,2012,235000,54000,Petrol,Dealer,Manual,First Owner,8,Hyundai,Hyundai EON,6750.0,28.0
Volkswagen Ameo 1.5 TDI Highline,2017,640000,56000,Diesel,Dealer,Manual,First Owner,3,Volkswagen,Volkswagen Ameo,18666.666666666668,2.0
Maruti Alto LX,2006,52000,120000,Petrol,Individual,Manual,Third Owner,14,Maruti,Maruti Alto,8571.42857142857,30.0
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,80000,90000,LPG,Individual,Manual,Second Owner,11,Maruti,Maruti Omni,8181.818181818182,1.0
Maruti Alto LX,2012,140000,70000,Petrol,Individual,Manual,Second Owner,8,Maruti,Maruti Alto,8750.0,30.0
Hyundai Verna i (Petrol),2008,120000,90000,Petrol,Individual,Manual,Second Owner,12,Hyundai,Hyundai Verna,7500.0,2.0
Mahindra Renault Logan 1.5 DLS,2008,89999,213000,Diesel,Individual,Manual,First Owner,12,Mahindra,Mahindra Renault,17750.0,1.0
Chevrolet Optra Magnum 2.0 LS BSIII,2012,180000,120000,Diesel,Individual,Manual,First Owner,8,Chevrolet,Chevrolet Optra,15000.0,1.0
Mahindra Scorpio S11 BSIV,2017,1500000,20000,Diesel,Individual,Manual,First Owner,3,Mahindra,Mahindra Scorpio,6666.666666666667,4.0
Hyundai i20 Active 1.2 SX,2017,700000,10000,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai i20,3333.3333333333335,5.0
Maruti SX4 Celebration Diesel,2012,285000,80000,Diesel,Individual,Manual,Second Owner,8,Maruti,Maruti SX4,10000.0,2.0
Hyundai Grand i10 Magna,2015,390000,90000,Petrol,Individual,Manual,First Owner,5,Hyundai,Hyundai Grand,18000.0,4.0
Maruti Alto LXi BSIII,2008,125000,80000,Petrol,Individual,Manual,First Owner,12,Maruti,Maruti Alto,6666.666666666667,14.0
Maruti SX4 Zxi with Leather BSIII,2008,225000,60000,Petrol,Individual,Manual,Second Owner,12,Maruti,Maruti SX4,5000.0,2.0
Hyundai i10 Era,2011,175000,139000,Petrol,Individual,Manual,Second Owner,9,Hyundai,Hyundai i10,15444.444444444445,7.0
Toyota Innova 2.5 V Diesel 7-seater,2011,1075000,160000,Diesel,Individual,Manual,Second Owner,9,Toyota,Toyota Innova,17777.777777777777,5.0
Honda Mobilio V i DTEC,2014,300000,150000,Diesel,Individual,Manual,First Owner,6,Honda,Honda Mobilio,25000.0,3.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,700000,163000,Diesel,Individual,Manual,Fourth & Above Owner,10,Toyota,Toyota Innova,16300.0,2.0
Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Dealer,Manual,First Owner,11,Tata,Tata Indica,10909.09090909091,1.0
Tata Indica Vista TDI LS,2011,120000,120000,Diesel,Individual,Manual,Second Owner,9,Tata,Tata Indica,13333.333333333334,7.0
Chevrolet Beat Diesel LS,2012,220000,100000,Diesel,Individual,Manual,Second Owner,8,Chevrolet,Chevrolet Beat,12500.0,12.0
Tata Zest Quadrajet 1.3 75PS XE,2015,300000,140000,Diesel,Dealer,Manual,First Owner,5,Tata,Tata Zest,28000.0,3.0
Skoda Fabia 1.2L Diesel Ambiente,2010,180000,87000,Diesel,Dealer,Manual,Second Owner,10,Skoda,Skoda Fabia,8700.0,2.0
Maruti 800 Std,2013,170000,70000,Petrol,Individual,Manual,First Owner,7,Maruti,Maruti 800,10000.0,10.0
Ford Figo Petrol Titanium,2015,300000,50000,Petrol,Individual,Manual,Second Owner,5,Ford,Ford Figo,10000.0,4.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1050000,70000,Diesel,Individual,Manual,First Owner,6,Toyota,Toyota Innova,11666.666666666666,5.0
Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000,Diesel,Individual,Manual,First Owner,2,Hyundai,Hyundai Grand,12500.0,3.0
Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner,9,Chevrolet,Chevrolet Beat,8888.888888888889,14.0
Datsun GO Plus T Option Petrol,2018,434999,10000,Petrol,Individual,Manual,First Owner,2,Datsun,Datsun GO,5000.0,1.0
Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai Grand,16000.0,8.0
Maruti Omni MPI STD BSIV,2018,200000,10000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Omni,5000.0,6.0
Maruti Baleno Alpha 1.2,2017,625000,52000,Petrol,Dealer,Manual,First Owner,3,Maruti,Maruti Baleno,17333.333333333332,6.0
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,Diesel,Individual,Manual,Third Owner,14,Ford,Ford Fiesta,8571.42857142857,3.0
Hyundai Elite i20 Asta Option BSIV,2019,800000,11240,Petrol,Individual,Manual,First Owner,1,Hyundai,Hyundai Elite,11240.0,1.0
Hyundai Grand i10 CRDi Magna,2017,490000,66000,Diesel,Dealer,Manual,First Owner,3,Hyundai,Hyundai Grand,22000.0,3.0
Maruti Ertiga SHVS ZDI,2017,880000,64000,Diesel,Dealer,Manual,First Owner,3,Maruti,Maruti Ertiga,21333.333333333332,3.0
Hyundai Santro Xing GL Plus,2013,290000,49000,Petrol,Individual,Manual,First Owner,7,Hyundai,Hyundai Santro,7000.0,4.0
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,Diesel,Individual,Manual,Second Owner,14,Tata,Tata Sumo,7142.857142857143,1.0
Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,First Owner,2,Renault,Renault KWID,13250.0,18.0
Maruti 800 AC,2002,65000,100000,Petrol,Individual,Manual,Second Owner,18,Maruti,Maruti 800,5555.555555555556,20.0
Maruti Vitara Brezza LDi Option,2017,685000,72000,Diesel,Dealer,Manual,First Owner,3,Maruti,Maruti Vitara,24000.0,1.0
Honda Jazz S,2009,300000,50000,Petrol,Individual,Manual,First Owner,11,Honda,Honda Jazz,4545.454545454545,1.0
Hyundai i20 1.4 Sportz,2017,680000,44000,Diesel,Dealer,Manual,First Owner,3,Hyundai,Hyundai i20,14666.666666666666,4.0
Maruti Ertiga SHVS ZDI Plus,2017,1000000,60000,Diesel,Individual,Manual,Second Owner,3,Maruti,Maruti Ertiga,20000.0,5.0
Tata Sumo SE Plus BSIII,2002,100000,120000,Diesel,Individual,Manual,First Owner,18,Tata,Tata Sumo,6666.666666666667,1.0
Mahindra Xylo E4,2010,160000,130000,Diesel,Individual,Manual,First Owner,10,Mahindra,Mahindra Xylo,13000.0,4.0
Maruti Swift ZDi BSIV,2017,450000,70000,Diesel,Individual,Manual,First Owner,3,Maruti,Maruti Swift,23333.333333333332,4.0
Maruti Ertiga VXI,2014,600000,20000,Petrol,Individual,Manual,First Owner,6,Maruti,Maruti Ertiga,3333.3333333333335,4.0
Hyundai i20 1.4 Magna ABS,2009,180000,60000,Diesel,Individual,Manual,Second Owner,11,Hyundai,Hyundai i20,5454.545454545455,1.0
Maruti Alto LXi,2007,100000,195000,Petrol,Individual,Manual,First Owner,13,Maruti,Maruti Alto,15000.0,42.0
Maruti Alto LXi,2010,120000,90000,Petrol,Individual,Manual,Second Owner,10,Maruti,Maruti Alto,9000.0,42.0
Hyundai Getz GL,2006,130000,80000,Petrol,Individual,Manual,Third Owner,14,Hyundai,Hyundai Getz,5714.285714285715,1.0
Maruti Wagon R LX BS IV,2011,160000,155000,Petrol,Individual,Manual,First Owner,9,Maruti,Maruti Wagon,17222.222222222223,2.0
Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,First Owner,1,Mahindra,Mahindra Bolero,35000.0,11.0
Hyundai i20 1.2 Spotz,2018,650000,20000,Petrol,Individual,Manual,Second Owner,2,Hyundai,Hyundai i20,10000.0,5.0
Maruti Wagon R LXI Minor,2010,100000,80000,Petrol,Individual,Manual,Second Owner,10,Maruti,Maruti Wagon,8000.0,21.0
Maruti Alto 800 VXI,2017,282000,20000,Petrol,Individual,Manual,First Owner,3,Maruti,Maruti Alto,6666.666666666667,13.0
Hyundai i20 Asta (o),2009,300000,50000,Petrol,Individual,Manual,First Owner,11,Hyundai,Hyundai i20,4545.454545454545,2.0
Hyundai i20 Asta,2010,270000,110000,Petrol,Individual,Manual,Second Owner,10,Hyundai,Hyundai i20,11000.0,3.0
Hyundai Verna 1.6 SX CRDi (O),2013,550000,29000,Diesel,Individual,Manual,First Owner,7,Hyundai,Hyundai Verna,4142.857142857143,14.0
Mahindra Xylo D2 BSIV,2013,450000,120000,Diesel,Individual,Manual,First Owner,7,Mahindra,Mahindra Xylo,17142.85714285714,1.0
Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,Diesel,Individual,Manual,Second Owner,9,Mahindra,Mahindra Bolero,7777.777777777777,2.0
Maruti Ertiga VXI ABS,2013,350000,40000,Petrol,Individual,Manual,First Owner,7,Maruti,Maruti Ertiga,5714.285714285715,1.0
Honda Brio 1.2 E MT,2017,350000,20000,Petrol,Individual,Manual,First Owner,3,Honda,Honda Brio,6666.666666666667,1.0
Toyota Etios Liva G,2013,229999,50000,Petrol,Individual,Manual,Second Owner,7,Toyota,Toyota Etios,7142.857142857143,1.0
Maruti Alto 800 LXI,2013,110000,50000,Petrol,Individual,Manual,First Owner,7,Maruti,Maruti Alto,7142.857142857143,48.0
Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,Petrol,Individual,Manual,Second Owner,8,Maruti,Maruti Swift,6125.0,3.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,Diesel,Individual,Automatic,Second Owner,9,Mahindra,Mahindra Scorpio,7777.777777777777,4.0
Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,Second Owner,9,Mahindra,Mahindra Bolero,10000.0,8.0
Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,First Owner,0,Mahindra,Mahindra XUV500,25000.0,1.0
Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,2,Tata,Tata Tiago,2000.0,5.0
Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,Manual,First Owner,2,Mahindra,Mahindra Marazzo,5000.0,1.0
Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner,5,Renault,Renault Duster,3000.0,3.0
Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai EON,15000.0,17.0
Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,First Owner,6,Maruti,Maruti Wagon,6833.333333333333,7.0
Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,8,Chevrolet,Chevrolet Spark,3500.0,6.0
Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Baleno,16000.0,1.0
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,5,Hyundai,Hyundai EON,14000.0,2.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,3,Ford,Ford Figo,3610.6666666666665,3.0
Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,2,Ford,Ford Figo,7340.5,1.0
Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,11,Hyundai,Hyundai i10,4545.454545454545,7.0
Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner,4,Mahindra,Mahindra Bolero,12750.0,8.0
Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,5,Hyundai,Hyundai Verna,5000.0,2.0
Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner,6,Chevrolet,Chevrolet Sail,5000.0,1.0
Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner,6,Honda,Honda City,13333.333333333334,2.0
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai Grand,16666.666666666668,8.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,First Owner,5,Mahindra,Mahindra Bolero,40000.0,8.0
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,First Owner,7,Hyundai,Hyundai Grand,6285.714285714285,2.0
Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner,5,Maruti,Maruti Baleno,2000.0,1.0
Tata Tiago 1.2 Revotron XZ,2019,425000,19600,Petrol,Individual,Manual,First Owner,1,Tata,Tata Tiago,19600.0,5.0
Maruti Wagon R LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,15,Maruti,Maruti Wagon,2666.6666666666665,15.0
Chevrolet Beat Diesel LS,2011,106000,50000,Diesel,Individual,Manual,First Owner,9,Chevrolet,Chevrolet Beat,5555.555555555556,12.0
Maruti A-Star Vxi,2009,180000,46730,Petrol,Individual,Manual,First Owner,11,Maruti,Maruti A-Star,4248.181818181818,7.0
Datsun GO A,2015,250000,40000,Petrol,Individual,Manual,Second Owner,5,Datsun,Datsun GO,8000.0,1.0
Skoda Yeti Ambition 4WD,2011,350000,80000,Diesel,Individual,Manual,First Owner,9,Skoda,Skoda Yeti,8888.888888888889,1.0
Maruti Zen LXi BSII,2002,60000,80000,Petrol,Individual,Manual,Second Owner,18,Maruti,Maruti Zen,4444.444444444444,1.0
Hyundai Verna CRDi 1.6 EX,2018,900000,24000,Diesel,Individual,Manual,First Owner,2,Hyundai,Hyundai Verna,12000.0,3.0
Ford Aspire Titanium Diesel BSIV,2017,700000,21170,Diesel,Dealer,Manual,First Owner,3,Ford,Ford Aspire,7056.666666666667,2.0
BMW 3 Series 320d Sport,2013,2000000,167223,Diesel,Dealer,Automatic,First Owner,7,BMW,BMW 3,23889.0,2.0
Maruti Ertiga SHVS ZDI Plus,2017,1000000,40000,Diesel,Individual,Manual,First Owner,3,Maruti,Maruti Ertiga,13333.333333333334,5.0
BMW X1 sDrive 20d Exclusive,2011,1375000,60000,Diesel,Individual,Automatic,First Owner,9,BMW,BMW X1,6666.666666666667,1.0
Toyota Innova Crysta 2.4 VX MT,2016,1800000,141440,Diesel,Dealer,Manual,First Owner,4,Toyota,Toyota Innova,35360.0,1.0
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000,120000,Diesel,Individual,Manual,Third Owner,13,Chevrolet,Chevrolet Tavera,9230.76923076923,2.0
Mitsubishi Outlander 2.4,2012,525000,140000,Petrol,Individual,Automatic,First Owner,8,Mitsubishi,Mitsubishi Outlander,17500.0,1.0
Mahindra XUV500 W8 2WD,2012,850000,212814,Diesel,Dealer,Manual,First Owner,8,Mahindra,Mahindra XUV500,26601.75,16.0
Maruti Baleno Alpha 1.3,2019,800000,30000,Diesel,Individual,Manual,First Owner,1,Maruti,Maruti Baleno,30000.0,8.0
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,88635,Diesel,Dealer,Manual,First Owner,3,Ford,Ford Figo,29545.0,4.0
Maruti Swift Dzire VDI,2018,800000,25000,Diesel,Individual,Manual,First Owner,2,Maruti,Maruti Swift,12500.0,54.0
Hyundai i20 1.2 Spotz,2017,575000,20000,Petrol,Individual,Manual,Second Owner,3,Hyundai,Hyundai i20,6666.666666666667,5.0
Renault Duster 110PS Diesel RxZ,2012,350000,110000,Diesel,Individual,Manual,Second Owner,8,Renault,Renault Duster,13750.0,8.0
Maruti Swift Vdi BSIII,2008,250000,120000,Diesel,Individual,Manual,Third Owner,12,Maruti,Maruti Swift,10000.0,12.0
Ford Endeavour Titanium 4X2,2011,600000,149674,Diesel,Dealer,Manual,Second Owner,9,Ford,Ford Endeavour,16630.444444444445,1.0
Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,100000,Diesel,Individual,Manual,Third Owner,13,Mahindra,Mahindra Scorpio,7692.307692307692,1.0
Maruti Baleno Vxi,2006,80000,120000,Petrol,Individual,Manual,Third Owner,14,Maruti,Maruti Baleno,8571.42857142857,2.0
Tata Indica DLX,2003,50000,120000,Diesel,Individual,Manual,Second Owner,17,Tata,Tata Indica,7058.823529411765,1.0
Hyundai Verna CRDi 1.6 EX,2018,900000,25000,Diesel,Individual,Manual,First Owner,2,Hyundai,Hyundai Verna,12500.0,3.0
Maruti Wagon R VXI BS IV,2014,300000,35000,Petrol,Individual,Manual,Second Owner,6,Maruti,Maruti Wagon,5833.333333333333,26.0
Tata Indica LSI,2002,125000,40000,Petrol,Individual,Manual,First Owner,18,Tata,Tata Indica,2222.222222222222,3.0
Maruti Swift Dzire VDI,2015,490000,60000,Diesel,Individual,Manual,Second Owner,5,Maruti,Maruti Swift,12000.0,54.0
Toyota Etios Liva GD,2012,300000,50000,Diesel,Individual,Manual,Second Owner,8,Toyota,Toyota Etios,6250.0,4.0
Tata Nano STD,2013,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner,7,Tata,Tata Nano,3571.4285714285716,1.0
Hyundai Grand i10 Sportz,2016,350000,25000,Petrol,Individual,Manual,First Owner,4,Hyundai,Hyundai Grand,6250.0,11.0
Hyundai Grand i10 1.2 CRDi Asta,2019,755000,8000,Diesel,Individual,Manual,First Owner,1,Hyundai,Hyundai Grand,8000.0,3.0
Maruti Ertiga SHVS VDI,2017,720000,60000,Diesel,Individual,Manual,First Owner,3,Maruti,Maruti Ertiga,20000.0,8.0
Mahindra Bolero SLX,2006,229999,200000,Diesel,Individual,Manual,Third Owner,14,Mahindra,Mahindra Bolero,14285.714285714286,8.0
Mahindra Scorpio S7 140 BSIV,2018,1100000,20000,Diesel,Individual,Manual,First Owner,2,Mahindra,Mahindra Scorpio,10000.0,1.0
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Individual,Manual,First Owner,7,Volkswagen,Volkswagen Polo,14285.714285714286,2.0
Hyundai Xcent 1.1 CRDi Base,2015,350000,70000,Diesel,Individual,Manual,Second Owner,5,Hyundai,Hyundai Xcent,14000.0,5.0
Chevrolet Beat Diesel PS,2012,159000,68000,Diesel,Dealer,Manual,First Owner,8,Chevrolet,Chevrolet Beat,8500.0,2.0
Maruti Swift ZXi BSIV,2017,550000,38000,Petrol,Dealer,Manual,First Owner,3,Maruti,Maruti Swift,12666.666666666666,1.0
Maruti Ritz VDi,2013,335000,80000,Diesel,Dealer,Manual,First Owner,7,Maruti,Maruti Ritz,11428.57142857143,19.0
Tata Indigo CS Emax CNG GLX,2014,185000,72000,CNG,Dealer,Manual,First Owner,6,Tata,Tata Indigo,12000.0,1.0
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,75000,CNG,Dealer,Manual,First Owner,8,Maruti,Maruti Eeco,9375.0,5.0
Maruti Estilo LXI,2014,225000,43000,Petrol,Dealer,Manual,First Owner,6,Maruti,Maruti Estilo,7166.666666666667,1.0
Maruti Swift VXI with ABS,2007,250000,120000,Petrol,Individual,Manual,Second Owner,13,Maruti,Maruti Swift,9230.76923076923,1.0
Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Individual,Manual,First Owner,5,Tata,Tata Zest,20000.0,1.0
Maruti Swift VDI BSIV,2014,470000,163000,Diesel,Individual,Manual,First Owner,6,Maruti,Maruti Swift,27166.666666666668,28.0
Maruti Alto K10 VXI AGS Optional,2018,300000,25000,Petrol,Individual,Automatic,First Owner,2,Maruti,Maruti Alto,12500.0,1.0
Maruti Alto LX,2011,145000,25000,Petrol,Individual,Manual,First Owner,9,Maruti,Maruti Alto,2777.777777777778,30.0
Maruti SX4 Vxi BSIII,2007,100000,90000,Petrol,Individual,Manual,Second Owner,13,Maruti,Maruti SX4,6923.076923076923,2.0
Mahindra Scorpio SLE BSIV,2014,500000,70000,Diesel,Individual,Manual,Second Owner,6,Mahindra,Mahindra Scorpio,11666.666666666666,6.0
Hyundai Santro Xing GLS CNG,2010,130000,98000,CNG,Individual,Manual,Second Owner,10,Hyundai,Hyundai Santro,9800.0,1.0
Chevrolet Cruze LTZ,2010,240000,81925,Diesel,Individual,Manual,First Owner,10,Chevrolet,Chevrolet Cruze,8192.5,8.0
Ford Figo Diesel Celebration Edition,2013,150000,80000,Diesel,Individual,Manual,Second Owner,7,Ford,Ford Figo,11428.57142857143,5.0
Renault KWID RXT Optional,2017,270000,40000,Petrol,Individual,Manual,First Owner,3,Renault,Renault KWID,13333.333333333334,5.0
Maruti Swift Dzire VDI,2014,400000,90000,Diesel,Individual,Manual,First Owner,6,Maruti,Maruti Swift,15000.0,54.0
Hyundai EON Era Plus,2012,200000,46000,Petrol,Individual,Manual,First Owner,8,Hyundai,Hyundai EON,5750.0,28.0
Mahindra XUV500 W6 2WD,2012,550000,80000,Diesel,Individual,Manual,First Owner,8,Mahindra,Mahindra XUV500,10000.0,13.0
Renault KWID 1.0 RXT Optional,2018,325000,35000,Petrol,Individual,Manual,First Owner,2,Renault,Renault KWID,17500.0,14.0
Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000,82080,Diesel,Individual,Automatic,First Owner,3,Skoda,Skoda Rapid,27360.0,1.0
Mahindra XUV500 W8 2WD,2012,600000,200000,Diesel,Individual,Manual,First Owner,8,Mahindra,Mahindra XUV500,25000.0,16.0
Chevrolet Spark 1.0,2009,125000,70000,Petrol,Individual,Manual,First Owner,11,Chevrolet,Chevrolet Spark,6363.636363636364,4.0
Maruti 800 AC,2000,60000,40000,Petrol,Individual,Manual,Third Owner,20,Maruti,Maruti 800,2000.0,20.0
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000,120000,Diesel,Individual,Manual,Third Owner,10,Chevrolet,Chevrolet Tavera,12000.0,2.0
Ford Fiesta 1.6 ZXi Duratec,2007,190000,60000,Petrol,Individual,Manual,Third Owner,13,Ford,Ford Fiesta,4615.384615384615,2.0
Maruti Ertiga VDI,2013,400000,110000,Diesel,Individual,Manual,First Owner,7,Maruti,Maruti Ertiga,15714.285714285714,11.0
Tata Manza Aura Quadrajet BS IV,2011,260000,97000,Diesel,Individual,Manual,Second Owner,9,Tata,Tata Manza,10777.777777777777,2.0
Maruti Swift VVT VXI,2017,400000,30000,Petrol,Individual,Manual,First Owner,3,Maruti,Maruti Swift,10000.0,1.0
Hyundai i20 Sportz Petrol,2010,250000,40000,Petrol,Individual,Manual,First Owner,10,Hyundai,Hyundai i20,4000.0,1.0
Hyundai Grand i10 1.2 Kappa Asta,2019,600000,10000,Petrol,Individual,Manual,First Owner,1,Hyundai,Hyundai Grand,10000.0,8.0
Maruti Zen Estilo VXI BSIV,2010,175000,52047,Petrol,Individual,Manual,First Owner,10,Maruti,Maruti Zen,5204.7,3.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000,200000,Diesel,Individual,Manual,Third Owner,9,Toyota,Toyota Innova,22222.222222222223,6.0
Tata Tiago 1.2 Revotron XZA,2019,350000,15000,Petrol,Individual,Automatic,Second Owner,1,Tata,Tata Tiago,15000.0,1.0
Maruti Vitara Brezza ZDi,2018,800000,50000,Diesel,Individual,Manual,First Owner,2,Maruti,Maruti Vitara,25000.0,2.0
Maruti Swift VXI BSIII,2011,250000,70000,Petrol,Individual,Manual,Second Owner,9,Maruti,Maruti Swift,7777.777777777777,4.0
Maruti Swift VXI BSIV,2019,600000,10000,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Swift,10000.0,2.0
Maruti Swift VDI BSIV,2017,600000,90000,Diesel,Individual,Manual,First Owner,3,Maruti,Maruti Swift,30000.0,28.0
Maruti Alto 800 LXI,2016,130000,40000,Petrol,Individual,Manual,First Owner,4,Maruti,Maruti Alto,10000.0,48.0
Maruti Wagon R LXI,2006,90000,62009,Petrol,Individual,Manual,Second Owner,14,Maruti,Maruti Wagon,4429.214285714285,15.0
